"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","32","0","12","0","44",
"1","35","1","8","0","44",
"2","36","0","55","0","91",
"3","35","3","71","0","109",
"4","38","0","60","0","98",
"5","41","1","64","1","107",
"6","36","0","17","0","53",
"7","39","2","22","0","63",
"8","32","0","22","0","54",
"9","40","0","16","0","56",
"10","40","2","15","0","57",
"11","44","1","21","0","66",
"12","35","2","19","3","59",
"13","41","0","21","1","63",
"14","26","2","13","0","41",
"15","30","1","16","1","48",
"16","25","1","12","2","40",
"17","26","1","13","1","41",
"18 to 20","100","6","48","2","156",
"21 to 24","85","2","37","0","124",
"25 & over","963","22","350","10","1345",
"Total","1779","47","912","21","2759",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
