"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","326","4","2","4","336",
"1","317","8","3","13","341",
"2","322","3","2","10","337",
"3","305","0","2","4","311",
"4","302","10","4","10","326",
"5","317","7","4","5","333",
"6","278","9","9","3","299",
"7","321","5","4","5","335",
"8","311","10","2","1","324",
"9","318","8","6","12","344",
"10","312","9","6","5","332",
"11","297","10","5","6","318",
"12","321","9","4","8","342",
"13","343","7","9","8","367",
"14","332","0","5","2","339",
"15","357","4","5","5","371",
"16","361","1","8","2","372",
"17","376","5","1","5","387",
"18 to 20","4070","73","42","36","4221",
"21 to 24","4708","86","35","89","4918",
"25 & over","16282","136","135","374","16927",
"Total","30876","404","293","607","32180",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
