"Easy Access to Juvenile Populations"
"Table:    Johnson County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","93","0","8","1","102",
"1","92","3","3","2","100",
"2","108","3","9","0","120",
"3","90","0","10","5","105",
"4","115","2","6","3","126",
"5","109","1","5","4","119",
"6","117","2","3","1","123",
"7","110","3","5","1","119",
"8","122","1","2","1","126",
"9","104","0","3","0","107",
"10","87","0","3","0","90",
"11","99","1","2","0","102",
"12","84","1","1","0","86",
"13","94","1","2","0","97",
"14","90","1","2","0","93",
"15","105","0","1","0","106",
"16","98","1","1","1","101",
"17","97","0","0","0","97",
"18 to 20","260","9","6","1","276",
"21 to 24","261","5","9","6","281",
"25 & over","5968","69","56","50","6143",
"Total","8303","103","137","76","8619",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
