"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","69","2","2","0","73",
"1","92","2","4","0","98",
"2","80","2","2","0","84",
"3","81","0","2","0","83",
"4","84","3","1","1","89",
"5","77","1","1","0","79",
"6","68","4","0","0","72",
"7","62","2","2","0","66",
"8","83","4","2","0","89",
"9","96","2","1","0","99",
"10","102","0","2","0","104",
"11","85","4","3","1","93",
"12","73","0","4","1","78",
"13","87","0","1","0","88",
"14","72","2","1","1","76",
"15","76","3","3","0","82",
"16","95","1","2","0","98",
"17","85","3","3","0","91",
"18 to 20","205","8","8","5","226",
"21 to 24","292","11","5","0","308",
"25 & over","4954","41","79","29","5103",
"Total","6918","95","128","38","7179",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
