"Easy Access to Juvenile Populations"
"Table:    Converse County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","123","0","2","1","126",
"1","138","2","3","0","143",
"2","160","1","1","0","162",
"3","141","1","3","0","145",
"4","152","2","5","0","159",
"5","162","3","2","0","167",
"6","181","0","1","0","182",
"7","167","3","4","1","175",
"8","159","1","1","0","161",
"9","170","2","2","1","175",
"10","205","4","2","1","212",
"11","200","2","3","0","205",
"12","191","3","3","0","197",
"13","193","1","1","2","197",
"14","201","3","3","1","208",
"15","228","0","0","1","229",
"16","237","0","3","1","241",
"17","218","3","3","2","226",
"18 to 20","468","1","6","3","478",
"21 to 24","458","0","6","1","465",
"25 & over","7839","8","74","22","7943",
"Total","11991","40","128","37","12196",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
