"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2013"

"counts","White","Black","American Indian","Asian","Total",
"0","1126","82","37","21","1266",
"1","1091","74","20","19","1204",
"2","1162","79","14","16","1271",
"3","1180","66","21","23","1290",
"4","1192","65","18","23","1298",
"5","1276","78","25","28","1407",
"6","1255","63","15","19","1352",
"7","1226","63","30","23","1342",
"8","1186","54","22","33","1295",
"9","1201","45","26","26","1298",
"10","1134","50","23","21","1228",
"11","1123","37","21","21","1202",
"12","1093","60","21","21","1195",
"13","1137","43","14","11","1205",
"14","1106","50","34","18","1208",
"15","1083","63","27","19","1192",
"16","1076","56","14","11","1157",
"17","1090","74","21","28","1213",
"18 to 20","3255","287","70","69","3681",
"21 to 24","5245","428","84","134","5891",
"25 & over","59927","2050","755","1002","63734",
"Total","89164","3867","1312","1586","95929",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
