"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","709","4","42","5","760",
"1","667","7","17","2","693",
"2","664","6","7","3","680",
"3","619","4","10","4","637",
"4","621","3","9","4","637",
"5","659","2","20","0","681",
"6","640","7","25","5","677",
"7","607","4","13","2","626",
"8","605","7","6","0","618",
"9","631","8","6","6","651",
"10","576","5","16","6","603",
"11","613","4","14","3","634",
"12","606","5","5","3","619",
"13","631","8","14","2","655",
"14","611","7","11","7","636",
"15","648","4","11","1","664",
"16","645","5","12","3","665",
"17","622","4","16","4","646",
"18 to 20","1644","21","39","16","1720",
"21 to 24","2496","14","50","21","2581",
"25 & over","24981","98","308","181","25568",
"Total","40495","227","651","278","41651",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
