"Easy Access to Juvenile Populations"
"Table:    Hot Springs County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","48","0","1","0","49",
"1","43","2","3","0","48",
"2","42","2","2","0","46",
"3","37","1","1","0","39",
"4","43","1","0","0","44",
"5","54","0","2","0","56",
"6","44","1","0","0","45",
"7","53","1","0","1","55",
"8","65","1","1","0","67",
"9","46","1","2","0","49",
"10","42","0","1","0","43",
"11","67","1","1","0","69",
"12","51","0","0","1","52",
"13","42","1","2","1","46",
"14","51","2","0","1","54",
"15","53","0","2","1","56",
"16","45","1","2","0","48",
"17","50","1","1","0","52",
"18 to 20","145","0","4","1","150",
"21 to 24","179","4","9","2","194",
"25 & over","3327","7","40","11","3385",
"Total","4527","27","74","19","4647",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
