"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2015"

"counts","White","Black","American Indian","Asian","Total",
"0","146","5","3","2","156",
"1","150","6","4","1","161",
"2","124","4","15","1","144",
"3","134","1","5","0","140",
"4","130","3","0","2","135",
"5","159","2","3","2","166",
"6","161","2","5","2","170",
"7","142","4","3","2","151",
"8","159","3","3","0","165",
"9","131","3","1","1","136",
"10","124","0","2","0","126",
"11","163","1","1","1","166",
"12","143","1","4","3","151",
"13","145","1","0","1","147",
"14","158","0","3","1","162",
"15","169","5","2","2","178",
"16","157","3","0","1","161",
"17","158","3","2","2","165",
"18 to 20","553","18","6","5","582",
"21 to 24","671","16","17","7","711",
"25 & over","9297","91","82","49","9519",
"Total","13174","172","161","85","13592",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
