"Easy Access to Juvenile Populations"
"Table:    Fremont County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1996"

"counts","White","Black","American Indian","Asian","Total",
"0","314","0","143","1","458",
"1","308","7","146","0","461",
"2","327","0","134","2","463",
"3","323","0","173","0","496",
"4","334","0","202","3","539",
"5","351","0","199","2","552",
"6","396","0","176","0","572",
"7","369","0","169","1","539",
"8","382","0","151","2","535",
"9","428","0","155","2","585",
"10","403","3","148","5","559",
"11","449","0","212","3","664",
"12","457","0","163","0","620",
"13","510","3","200","0","713",
"14","536","0","169","0","705",
"15","493","0","148","1","642",
"16","508","5","167","1","681",
"17","483","0","156","0","639",
"18 to 20","1051","2","364","2","1419",
"21 to 24","1012","4","414","8","1438",
"25 & over","18995","22","3269","54","22340",
"Total","28429","46","7058","87","35620",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
