"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","137","3","3","1","144",
"1","138","1","1","2","142",
"2","129","5","0","3","137",
"3","158","3","3","0","164",
"4","118","3","1","1","123",
"5","115","0","0","0","115",
"6","138","0","2","4","144",
"7","138","1","3","2","144",
"8","131","2","0","0","133",
"9","146","1","3","1","151",
"10","155","1","1","1","158",
"11","140","0","0","1","141",
"12","159","1","5","1","166",
"13","168","3","2","2","175",
"14","158","3","1","1","163",
"15","149","3","2","0","154",
"16","175","4","3","0","182",
"17","162","2","3","0","167",
"18 to 20","689","14","10","5","718",
"21 to 24","622","13","8","2","645",
"25 & over","9182","54","71","32","9339",
"Total","13107","117","122","59","13405",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
