"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1998"

"counts","White","Black","American Indian","Asian","Total",
"0","792","12","10","2","816",
"1","886","12","9","8","915",
"2","811","12","15","2","840",
"3","842","24","16","9","891",
"4","863","13","10","4","890",
"5","875","17","12","6","910",
"6","904","14","17","0","935",
"7","902","11","11","5","929",
"8","968","13","10","2","993",
"9","926","16","18","9","969",
"10","1008","24","11","6","1049",
"11","977","17","11","4","1009",
"12","1017","12","15","7","1051",
"13","1056","10","19","7","1092",
"14","1019","15","18","4","1056",
"15","1136","14","20","11","1181",
"16","1058","7","9","4","1078",
"17","1087","10","8","5","1110",
"18 to 20","3194","56","41","21","3312",
"21 to 24","3247","37","39","20","3343",
"25 & over","40913","281","395","188","41777",
"Total","64481","627","714","324","66146",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
