"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"

"counts","White","Black","American Indian","Asian","Total",
"0","63","2","0","0","65",
"1","73","1","1","0","75",
"2","92","1","3","0","96",
"3","91","1","5","0","97",
"4","98","2","2","0","102",
"5","81","2","0","1","84",
"6","88","1","2","1","92",
"7","74","1","2","0","77",
"8","76","0","0","0","76",
"9","76","3","1","0","80",
"10","89","2","3","0","94",
"11","100","0","2","0","102",
"12","100","2","2","0","104",
"13","86","2","3","2","93",
"14","77","2","3","1","83",
"15","84","0","1","0","85",
"16","69","1","0","1","71",
"17","75","0","1","0","76",
"18 to 20","200","7","5","1","213",
"21 to 24","295","12","9","1","317",
"25 & over","5000","42","76","36","5154",
"Total","6987","84","121","44","7236",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
