"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","43","1","3","0","47",
"1","29","2","5","0","36",
"2","49","0","0","0","49",
"3","52","0","8","0","60",
"4","55","0","0","0","55",
"5","83","0","1","0","84",
"6","59","3","3","1","66",
"7","61","0","1","1","63",
"8","51","2","0","1","54",
"9","47","1","2","4","54",
"10","52","1","1","1","55",
"11","50","0","1","0","51",
"12","47","1","0","0","48",
"13","46","0","1","0","47",
"14","44","3","5","0","52",
"15","48","0","3","0","51",
"16","49","2","1","1","53",
"17","48","0","3","1","52",
"18 to 20","109","5","3","0","117",
"21 to 24","148","1","5","1","155",
"25 & over","1561","17","72","16","1666",
"Total","2731","39","118","27","2915",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
