"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","1181","77","19","15","1292",
"1","1189","61","23","15","1288",
"2","1195","65","20","20","1300",
"3","1268","71","24","24","1387",
"4","1278","56","16","22","1372",
"5","1212","70","22","24","1328",
"6","1198","49","23","21","1291",
"7","1217","44","21","26","1308",
"8","1140","40","21","28","1229",
"9","1102","43","20","21","1186",
"10","1080","50","24","18","1172",
"11","1128","45","18","17","1208",
"12","1104","54","30","17","1205",
"13","1067","57","33","21","1178",
"14","1058","44","16","12","1130",
"15","1052","49","20","25","1146",
"16","1035","46","16","21","1118",
"17","1111","49","28","18","1206",
"18 to 20","3284","237","58","77","3656",
"21 to 24","4736","266","77","116","5195",
"25 & over","58417","1364","763","898","61442",
"Total","87052","2837","1292","1456","92637",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
