"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2016"
"    Ethnicity = Hispanic"

"counts","White","Black","American Indian","Asian","Total",
"0","80","3","6","3","92",
"1","104","5","6","3","118",
"2","102","5","13","0","120",
"3","89","1","15","2","107",
"4","94","3","4","0","101",
"5","94","2","21","0","117",
"6","92","2","5","0","99",
"7","88","1","10","0","99",
"8","98","1","5","0","104",
"9","91","6","7","0","104",
"10","85","1","6","1","93",
"11","84","1","4","0","89",
"12","107","2","6","2","117",
"13","77","1","7","2","87",
"14","75","3","4","1","83",
"15","66","0","3","0","69",
"16","67","1","14","2","84",
"17","67","1","7","2","77",
"18 to 20","174","6","14","0","194",
"21 to 24","253","6","19","12","290",
"25 & over","1792","36","124","20","1972",
"Total","3779","87","300","50","4216",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
