"Easy Access to Juvenile Populations"
"Table:    Albany County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1995"

"counts","White","Black","American Indian","Asian","Total",
"0","347","5","2","10","364",
"1","331","9","3","14","357",
"2","342","2","5","13","362",
"3","336","0","6","5","347",
"4","331","8","4","9","352",
"5","354","7","3","2","366",
"6","315","7","7","4","333",
"7","331","8","3","7","349",
"8","330","11","3","1","345",
"9","358","7","6","9","380",
"10","369","6","6","3","384",
"11","344","5","5","6","360",
"12","365","6","8","12","391",
"13","373","5","9","6","393",
"14","359","0","7","3","369",
"15","373","5","7","5","390",
"16","363","1","7","2","373",
"17","373","5","1","3","382",
"18 to 20","4042","67","28","45","4182",
"21 to 24","4674","52","36","123","4885",
"25 & over","16496","114","122","346","17078",
"Total","31506","330","278","628","32742",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
