"Easy Access to Juvenile Populations"
"Table:    Carbon County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2014"

"counts","White","Black","American Indian","Asian","Total",
"0","196","4","3","1","204",
"1","188","3","9","1","201",
"2","210","6","1","0","217",
"3","212","6","4","3","225",
"4","208","6","6","1","221",
"5","220","4","4","0","228",
"6","234","6","5","1","246",
"7","224","3","2","4","233",
"8","213","5","3","1","222",
"9","185","3","3","5","196",
"10","193","6","2","2","203",
"11","202","4","2","1","209",
"12","182","4","5","4","195",
"13","192","1","7","3","203",
"14","189","4","4","1","198",
"15","203","1","4","1","209",
"16","188","2","4","2","196",
"17","194","4","2","2","202",
"18 to 20","430","14","15","5","464",
"21 to 24","744","22","16","19","801",
"25 & over","10265","169","197","125","10756",
"Total","15072","277","298","182","15829",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
