"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2002"

"counts","White","Black","American Indian","Asian","Total",
"0","60","0","2","0","62",
"1","74","1","3","0","78",
"2","56","0","2","0","58",
"3","74","0","2","0","76",
"4","74","0","2","0","76",
"5","73","0","0","0","73",
"6","70","0","2","1","73",
"7","61","0","0","0","61",
"8","70","0","3","1","74",
"9","72","0","2","0","74",
"10","70","0","1","0","71",
"11","74","1","2","1","78",
"12","83","1","0","0","84",
"13","110","1","1","1","113",
"14","94","0","2","0","96",
"15","110","0","1","0","111",
"16","115","0","1","0","116",
"17","123","1","2","0","126",
"18 to 20","287","0","12","0","299",
"21 to 24","241","3","7","0","251",
"25 & over","4469","5","44","10","4528",
"Total","6460","13","91","14","6578",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
