"Easy Access to Juvenile Populations"
"Table:    Uinta County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 1994"

"counts","White","Black","American Indian","Asian","Total",
"0","332","0","1","0","333",
"1","361","3","5","2","371",
"2","335","0","3","0","338",
"3","336","0","0","3","339",
"4","384","3","3","2","392",
"5","365","4","2","2","373",
"6","405","2","1","2","410",
"7","384","0","6","3","393",
"8","404","2","1","0","407",
"9","433","0","2","4","439",
"10","461","4","4","6","475",
"11","459","0","4","0","463",
"12","485","0","5","0","490",
"13","473","0","4","2","479",
"14","482","0","5","0","487",
"15","448","1","7","0","456",
"16","454","0","4","2","460",
"17","415","0","2","1","418",
"18 to 20","760","0","4","6","770",
"21 to 24","821","0","12","0","833",
"25 & over","10705","5","63","28","10801",
"Total","19702","24","138","63","19927",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
