"Easy Access to Juvenile Populations"
"Table:    Laramie County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2007"

"counts","White","Black","American Indian","Asian","Total",
"0","1210","69","35","16","1330",
"1","1180","103","30","19","1332",
"2","1167","65","21","38","1291",
"3","1091","76","14","24","1205",
"4","1050","56","28","17","1151",
"5","1103","60","24","17","1204",
"6","1072","53","24","25","1174",
"7","1019","55","20","29","1123",
"8","1025","32","20","17","1094",
"9","1049","55","20","20","1144",
"10","1039","39","28","11","1117",
"11","1057","50","40","12","1159",
"12","1044","41","25","12","1122",
"13","1124","45","7","17","1193",
"14","1132","57","15","26","1230",
"15","1114","54","19","13","1200",
"16","1145","42","16","31","1234",
"17","1135","32","11","19","1197",
"18 to 20","3163","184","48","59","3454",
"21 to 24","4998","360","90","106","5554",
"25 & over","54331","1327","638","850","57146",
"Total","82248","2855","1173","1378","87654",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
