"Easy Access to Juvenile Populations"
"Table:    Goshen County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2011"

"counts","White","Black","American Indian","Asian","Total",
"0","113","2","3","0","118",
"1","141","1","4","1","147",
"2","146","1","2","2","151",
"3","137","5","0","3","145",
"4","163","3","3","0","169",
"5","114","3","1","1","119",
"6","125","1","1","0","127",
"7","136","1","1","6","144",
"8","142","1","3","2","148",
"9","137","2","0","0","139",
"10","158","2","2","1","163",
"11","158","3","2","1","164",
"12","149","2","0","1","152",
"13","150","2","4","1","157",
"14","175","0","2","2","179",
"15","155","6","1","1","163",
"16","146","2","3","0","151",
"17","176","2","3","0","181",
"18 to 20","646","18","11","5","680",
"21 to 24","705","12","9","4","730",
"25 & over","9289","66","69","41","9465",
"Total","13261","135","124","72","13592",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
