"Easy Access to Juvenile Populations"
"Table:    Natrona County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2003"

"counts","White","Black","American Indian","Asian","Total",
"0","859","23","15","5","902",
"1","878","26","23","8","935",
"2","841","34","20","7","902",
"3","815","36","10","9","870",
"4","860","19","11","8","898",
"5","784","34","20","4","842",
"6","877","16","17","7","917",
"7","874","17","13","7","911",
"8","902","12","10","0","924",
"9","898","18","15","6","937",
"10","908","18","15","6","947",
"11","954","12","16","8","990",
"12","932","14","15","6","967",
"13","1050","15","22","5","1092",
"14","928","11","17","6","962",
"15","951","13","23","12","999",
"16","983","12","14","3","1012",
"17","1016","8","21","6","1051",
"18 to 20","2928","49","54","27","3058",
"21 to 24","3976","57","63","41","4137",
"25 & over","42880","369","478","266","43993",
"Total","66094","813","892","447","68246",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
