"Easy Access to Juvenile Populations"
"Table:    Weston County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2010"

"counts","White","Black","American Indian","Asian","Total",
"0","85","0","4","1","90",
"1","85","1","0","0","86",
"2","76","1","0","1","78",
"3","69","2","1","0","72",
"4","82","3","1","0","86",
"5","101","1","2","0","104",
"6","100","2","2","0","104",
"7","82","1","2","1","86",
"8","79","1","2","2","84",
"9","88","1","0","0","89",
"10","79","3","0","1","83",
"11","80","1","3","0","84",
"12","81","0","3","0","84",
"13","94","2","4","0","100",
"14","79","0","1","0","80",
"15","85","1","1","0","87",
"16","92","0","3","0","95",
"17","81","0","1","0","82",
"18 to 20","199","3","6","1","209",
"21 to 24","314","3","2","2","321",
"25 & over","4970","22","68","18","5078",
"Total","7001","48","106","27","7182",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
