"Easy Access to Juvenile Populations"
"Table:    Campbell County, Wyoming:  Age by Race Population Estimates"
"Selecting:"
"    Year = 2009"

"counts","White","Black","American Indian","Asian","Total",
"0","827","5","27","6","865",
"1","740","11","25","2","778",
"2","831","4","18","3","856",
"3","754","5","18","2","779",
"4","700","3","13","5","721",
"5","689","2","17","0","708",
"6","726","8","15","4","753",
"7","659","4","21","10","694",
"8","622","10","19","1","652",
"9","674","5","7","7","693",
"10","672","5","14","8","699",
"11","646","4","17","5","672",
"12","678","7","7","3","695",
"13","666","11","16","2","695",
"14","586","8","9","5","608",
"15","655","3","13","2","673",
"16","644","5","16","3","668",
"17","623","6","16","3","648",
"18 to 20","1717","32","50","27","1826",
"21 to 24","2793","15","49","19","2876",
"25 & over","27405","114","378","194","28091",
"Total","44307","267","765","311","45650",

"Suggested Citation: Puzzanchera, C., Sladky, A. and Kang, W. (2017). "
"Easy Access to Juvenile Populations: 1990-2016. Online."
"Available: http://www.ojjdp.gov/ojstatbb/ezapop/"
